pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,ESI,isHabitable
Kepler-966 b,99.747622,0.3907,4.13,16,1.02,1.02,0.233,0.300176566,0
Kepler-1694 b,3.89526,0.0449,1.18,1.76,0.76,0.82,-0.508,0.300124736,0
Kepler-1224 b,13.32351601,0.1165,1.33,2.33,1.22,1.18,0.293,0.300053102,0
Kepler-135 c,11.448708,0.103,1.16,1.65,1.27,1.25,0.448,0.300038454,0
TOI-1235 b,3.444717,0.03826,1.694,5.9,0.62,0.63,-1.054,0.299992069,0
Kepler-348 c,17.265427,0.138,1.33,2.33,1.36,1.27,0.433,0.299989752,0
TOI-1442 b,0.4090677,0.0071,1.17,1.71,0.31,0.29,-1.977,0.299934745,0
Kepler-1612 b,3.91795101,0.0482,1.03,1.08,0.94,0.96,-0.188,0.299927811,0
Kepler-1381 b,25.3842686,0.1728,2.25,5.69,0.94,0.96,-0.117,0.299878335,0
Kepler-206 b,7.781987,0.078,1.2,1.87,1.19,1.05,0.084,0.299876172,0
Kepler-534 c,7.37868977,0.0761,1.227,2.02,0.97,1.07,0.147,0.299863971,0
Kepler-128 c,22.804,0.1622,1.34,0.9,1.61,1.09,0.575,0.29985761,0
Kepler-802 b,40.0587473,0.2265,3.54,12.3,0.9,0.93,-0.226,0.299846262,0
Kepler-396 b,42.994,0.2336,3.5,75.5,1.06,0.85,-0.135,0.299845958,0
Kepler-218 c,44.699576,0.248,3.14,10,1.06,1.02,0.009,0.299833235,0
Kepler-365 c,17.784129,0.137,1.64,3.33,1.05,1.02,0.112,0.299795296,0
Kepler-1397 b,47.449955,0.2602,1.72,3.61,1.12,1.09,0.591,0.29978253,0
Kepler-1430 b,2.46050993,0.0304,1.18,1.76,0.72,0.77,-0.816,0.299625193,0
Kepler-1376 b,5.30880656,0.0598,1.05,1.16,0.97,0.98,-0.071,0.299548551,0
Kepler-1269 b,37.3331536,0.226,1.63,3.29,1.15,1.1,0.556,0.299462559,0
Kepler-1909 b,2.39160991,0.0306,1.092,1.33,0.69,0.66,-0.576,0.29940154,0
Kepler-1595 b,4.56380468,0.051,1.23,2.04,0.8,0.84,-0.363,0.299383611,0
KOI-1599.01,20.4415,0.14728,1.9,4.6,0.97,1.02,0.162,0.299337446,0
Kepler-1693 c,5.36370993,0.0588,0.977,0.894,1.1,0.94,-0.218,0.299301831,0
K2-285 d,10.45582,0.1178,2.48,6.5,0.79,0.83,-0.422,0.299201924,0
Kepler-1404 b,15.9314739,0.1143,2.01,4.7,0.8,0.84,-0.37,0.299193954,0
Kepler-197 c,10.349695,0.09,1.23,5.3,1.12,0.86,0.222,0.299148109,0
Kepler-387 b,6.791636,0.068,1.03,1.08,1.05,0.82,0.137,0.29911684,0
Kepler-1888 b,11.39169979,0.0956,1.326,2.32,1.25,0.9,0.374,0.298943694,0
Kepler-431 d,11.922,0.1045,1.11,1.41,1.09,1.07,0.498,0.298942828,0
Kepler-1598 b,4.34195123,0.0527,0.95,0.809,1.09,1.07,-0.039,0.298871191,0
Kepler-1387 b,2.27952666,0.031,0.93,0.749,0.77,0.82,-0.56,0.298804329,0
Kepler-1826 b,1.61536002,0.0213,1.475,2.78,0.49,0.49,-1.122,0.298753915,0
GJ 1252 b,0.5182416,0.00915,1.18,1.32,0.39,0.38,-1.708,0.29867148,0
Kepler-651 b,21.38521506,0.1409,2.37,6.21,0.87,0.92,-0.253,0.298623042,0
Kepler-1683 b,15.0337,0.1182,1.875,4.17,0.9,0.95,-0.198,0.298599967,0
Kepler-58 d,40.101371,0.236,2.94,8.96,1.13,1.04,-0.004,0.298577218,0
Kepler-1386 b,6.73972381,0.068,1.24,2.07,1.03,1.02,0.009,0.298516323,0
Kepler-884 b,5.69919514,0.0622,1.23,2.04,0.94,1,-0.313,0.298456403,0
Kepler-1363 b,2.94194094,0.0363,1.25,2.1,0.72,0.76,-0.626,0.298438253,0
Kepler-297 d,150.0189511,0.523,32.6,89700,0.9,0.85,-0.096,0.298390808,0
Kepler-163 c,21.347262,0.152,2.26,5.73,0.92,0.88,-0.138,0.298383619,0
KOI-351 c,8.719375,0.089,1.19,1.81,1.2,1.2,0.269,0.29830473,0
Kepler-105 c,7.1262,0.0711,1.31,4.6,0.89,0.96,0.097,0.298301968,0
Kepler-324 e,13.97939968,0.1074,2.039,4.81,0.83,0.84,-0.308,0.298293267,0
Kepler-1231 b,10.41725184,0.0914,1.42,2.6,1,1.01,0.023,0.298269473,0
Kepler-1414 b,3.51576315,0.0426,1.23,2.04,0.75,0.8,-0.464,0.298223146,0
Kepler-320 b,8.371554,0.085,1.14,1.55,1.11,1.33,0.374,0.298194223,0
Kepler-1957 b,2.18662,0.0299,0.944,0.79,0.77,0.74,-0.601,0.298153497,0
Kepler-334 b,5.470319,0.061,1.12,1.46,1.07,1.07,0.056,0.298117216,0
Kepler-1169 b,6.11009134,0.0709,0.94,0.779,1.23,1.24,0.262,0.298061002,0
Kepler-520 c,5.21104261,0.0594,1.07,1.24,1.09,1.1,0.51,0.297937636,0
Kepler-1069 b,23.8990296,0.1685,1.6,3.19,0.98,0.99,0.372,0.297869479,0
TOI-2445 b,0.3711281,0.0064,1.25,2.1,0.27,0.25,-2.084,0.297833988,0
Kepler-237 b,4.715106,0.05,1.41,2.57,0.72,0.7,-0.477,0.297750005,0
TOI-3884 b,4.5445697,0.0354,6,16.5,0.3,0.28,-2.032,0.297745997,0
Kepler-1484 b,30.4549136,0.1939,2.11,5.1,0.92,0.94,0.796,0.297614137,0
Kepler-1542 d,5.99273738,0.0632,0.87,0.59,0.99,0.94,0.07,0.297604569,0
Kepler-1894 c,5.05368985,0.0576,1.21,1.92,0.9,1,-0.27,0.297547056,0
Kepler-1248 b,7.46725407,0.0806,1.18,1.76,1.21,1.21,0.276,0.297523146,0
Kepler-240 b,4.144495,0.048,1.37,2.45,0.74,0.75,-0.524,0.297522018,0
Kepler-119 c,4.125103,0.049,0.92,0.721,0.84,0.92,-0.037,0.297495741,0
Kepler-1146 b,2.3522658,0.0325,1.23,2.04,0.7,0.74,-0.642,0.297490605,0
Kepler-1198 b,7.6847716,0.0732,1.47,2.76,0.9,0.93,-0.232,0.297476601,0
Kepler-219 d,47.903645,0.272,2.81,19.1,1.49,1.17,0.214,0.297443084,0
Kepler-215 c,14.667108,0.113,1.77,3.78,1.03,0.94,-0.117,0.297431399,0
Kepler-732 c,0.89304124,0.0143,1.27,2.15,0.46,0.49,-1.375,0.297406872,0
Kepler-297 c,74.920137,0.336,6.54,42.1,0.92,0.98,-0.096,0.29740571,0
Kepler-589 c,3.52466011,0.0426,1.117,1.45,0.92,0.83,-0.347,0.297368907,0
Kepler-1637 b,6.10960324,0.0596,0.89,0.64,1.02,1.02,0.023,0.297362305,0
Kepler-1324 b,4.11584468,0.0466,1.51,2.89,0.73,0.78,-0.673,0.297339186,0
Kepler-208 e,16.259458,0.132,1.48,2.79,1.31,1.16,0.309,0.297307895,0
Kepler-197 b,5.599308,0.06,1.02,1.04,1.12,0.86,0.222,0.297307373,0
Kepler-1987 b,2.345863,0.0318,1.23,2.04,0.71,0.8,-0.616,0.297297858,0
Kepler-896 c,29.5422566,0.1792,3.15,10.1,0.8,0.88,0.481,0.29725843,0
Kepler-1990 c,4.06844957,0.0504,0.98,0.904,1.07,1.03,0.117,0.297197399,0
Kepler-392 b,5.341853,0.059,1,0.972,1.13,1.07,0.195,0.2971514,0
Kepler-1012 b,5.50860439,0.0585,1.29,2.21,0.91,0.95,-0.194,0.29712969,0
GJ 1214 b,1.58040433,0.0149,2.742,8.17,0.21,0.18,-2.337,0.297122546,0
Kepler-1176 b,24.1738579,0.1589,2.45,6.57,1.02,1.01,-0.117,0.297092122,0
Kepler-377 b,12.509529,0.109,1.39,2.51,1.22,1.07,0.218,0.297060512,0
Kepler-176 b,5.433074,0.058,1.43,2.63,0.89,0.79,-0.404,0.29704553,0
Kepler-99 b,4.60358,0.0503,1.48,6.15,0.73,0.79,-0.585,0.297035508,0
Kepler-847 b,2.3432319,0.0315,1.18,1.76,0.77,0.83,-0.507,0.297018575,0
Kepler-107 d,7.95839,0.08377,0.86,7.7,1.45,1.24,0.364,0.296959732,0
Kepler-1300 b,22.2419092,0.1655,1.37,2.45,1.79,1.29,0.636,0.296938453,0
Kepler-1215 b,4.76703963,0.0528,1.22,1.98,0.93,0.95,-0.182,0.296930974,0
Kepler-1933 b,4.94329023,0.0561,1.18,1.76,1.01,0.96,-0.116,0.296921513,0
Kepler-1296 b,8.3839865,0.0896,0.91,0.693,0.83,0.87,0.486,0.296910686,0
Kepler-203 d,11.32972,0.1,1.44,33.9,1.11,1,0.094,0.296860144,0
Kepler-1898 b,4.76562023,0.0522,0.934,0.76,1.12,0.84,-0.235,0.296845705,0
TOI-1749 c,4.4929,0.0443,2.12,14,0.55,0.58,-1.156,0.296793927,0
K2-89 b,1.096026,0.01462,0.615,0.17,0.32,0.35,-1.327,0.296647908,0
Kepler-1832 b,3.13878989,0.037,1.227,2.02,0.72,0.68,-0.337,0.296631179,0
TOI-178 g,20.7095,0.1275,2.87,3.94,0.65,0.65,-0.879,0.296598785,0
Kepler-205 b,2.75564,0.032,1.51,2.89,0.55,0.59,-0.956,0.29658505,0
Kepler-1163 b,6.11786898,0.0685,1.03,1.08,1.35,1.22,0.396,0.29656665,0
Kepler-1917 b,12.90240002,0.103,1.89,4.23,0.79,0.88,-0.296,0.296565579,0
Kepler-49 b,7.2037945,0.05929,2.72,8,0.53,0.55,-1.131,0.296565392,0
Kepler-1607 b,13.6473676,0.1075,0.92,0.721,1.21,1.14,0.709,0.296543766,0
Kepler-882 b,3.98953967,0.0449,1.23,2.04,0.87,0.9,-0.273,0.296494523,0
Kepler-1365 b,7.69993485,0.075,0.92,0.721,1.05,1,0.425,0.296482081,0
Kepler-746 b,3.48159251,0.0435,1.11,1.41,0.93,0.91,-0.172,0.296477302,0
Kepler-1268 b,40.9903986,0.2383,2.03,4.78,1.09,1.06,0.345,0.296377912,0
Kepler-1328 b,4.52158888,0.0529,0.98,0.904,0.99,1,0.228,0.296375496,0
Kepler-477 b,11.11990653,0.0911,2.07,4.94,0.79,0.87,-0.372,0.296355329,0
Kepler-1493 b,15.0217983,0.1197,1.41,2.57,1.29,1.06,0.249,0.296354111,0
Kepler-106 b,6.16486,0.0648,0.82,5.3,1.04,1,0.083,0.296318607,0
Kepler-969 c,1.6829346,0.0272,0.99,0.937,0.82,0.92,-0.389,0.296285211,0
Kepler-887 c,7.63846023,0.0797,1.13,1.51,1.29,1.19,0.446,0.296270718,0
Kepler-903 c,62.9228557,0.302,2.53,6.94,0.97,0.98,0.365,0.296253491,0
Kepler-1794 b,9.76298046,0.0821,1.794,3.87,0.82,0.77,-0.611,0.296244843,0
Kepler-132 b,6.178196,0.067,1.21,1.92,1.18,0.98,0.211,0.296231586,0
Kepler-1331 b,0.78916165,0.0142,1.05,1.16,0.69,0.72,-0.909,0.296190019,0
Kepler-580 b,8.22241966,0.0683,2.57,7.13,0.64,0.67,-0.896,0.296183744,0
L 168-9 b,1.4015,0.02091,1.39,4.6,0.6,0.62,-1.172,0.296140469,0
Kepler-1200 b,1.11854972,0.0188,1.06,1.2,0.7,0.74,-0.689,0.296117725,0
Kepler-102 c,7.071392,0.06702,0.567,1.7,0.72,0.8,-0.584,0.296095835,0
Kepler-406 c,4.62332,0.0552,0.85,2.71,1.07,1.07,0.048,0.296036204,0
Kepler-1711 b,21.06080055,0.1463,1.923,4.36,1.03,0.94,0.01,0.296025698,0
Kepler-806 b,8.09219642,0.0764,1.14,1.55,1.16,0.99,0.407,0.296010095,0
Kepler-1834 b,4.60301018,0.0496,1.459,2.73,0.79,0.77,-0.577,0.296009356,0
K2-411 b,3.2141,0.0511,0.99,0.937,1.38,1.02,0.258,0.295986672,0
Kepler-1438 b,2.31942009,0.0346,0.94,0.779,0.96,0.97,0.123,0.295975355,0
Kepler-286 d,5.914323,0.061,1.33,2.33,0.86,0.96,-0.116,0.295873495,0
Kepler-1572 b,5.49548621,0.0614,0.94,0.779,0.95,0.97,0.373,0.295844366,0
Kepler-1366 b,2.16457097,0.0273,1.43,2.63,0.6,0.62,-0.996,0.295804619,0
Kepler-783 b,4.29264638,0.0491,0.78,0.399,0.89,0.93,-0.231,0.295800762,0
Kepler-1947 b,6.9636302,0.0711,1.01,1.01,1.69,0.98,0.111,0.295752301,0
Kepler-1197 b,2.03231845,0.0283,1.25,2.1,0.72,0.78,-0.666,0.295665944,0
Kepler-1913 b,14.1960001,0.1209,1.519,2.92,1.08,1.17,-0.055,0.295639663,0
Kepler-1426 b,14.2563227,0.1187,1.56,3.05,1.02,1.02,0.035,0.295628407,0
Kepler-1586 b,15.6049212,0.1266,1.52,2.92,1.75,1.45,0.183,0.295582056,0
Kepler-381 b,5.629021,0.066,0.99,0.937,1.57,1.2,0.514,0.295567011,0
K2-28 b,2.260455,0.0214,2.32,5.99,0.29,0.26,-1.94,0.295541294,0
Kepler-358 b,34.060467,0.21,2.72,7.85,0.95,0.94,-0.138,0.295534316,0
Kepler-902 b,40.1099547,0.223,2.54,6.99,0.93,0.95,0.108,0.295532807,0
Kepler-1616 b,6.76284377,0.0761,1.02,1.04,1.34,1.21,0.638,0.295508787,0
Kepler-322 b,1.653888,0.027,1.01,1.01,0.89,0.92,-0.288,0.295497657,0
Kepler-1594 b,2.71603809,0.0396,1.06,1.2,1.08,1.06,0,0.295448809,0
Kepler-1398 c,4.13827595,0.051,1.03,1.08,1.18,1.13,0.312,0.295418343,0
Kepler-1421 b,6.9131112,0.0762,0.93,0.749,1.42,1.25,0.599,0.295385149,0
Kepler-1075 b,1.52372816,0.0208,1.42,2.6,0.54,0.56,-1.113,0.295368048,0
Kepler-181 b,3.137873,0.04,1.27,2.15,0.75,0.85,-0.379,0.295346944,0
K2-32 d,31.71701,0.18422,3.484,6.7,0.86,0.83,-0.488,0.295336041,0
Kepler-1671 b,4.16787,0.0491,1.326,2.32,0.93,0.87,-0.266,0.295331785,0
Kepler-376 b,4.920199,0.057,1.07,1.24,1.18,1.06,0.357,0.295271787,0
Kepler-1311 b,11.1726994,0.0989,1.24,2.07,1.4,1.05,0.472,0.295261885,0
Kepler-1203 b,0.58800076,0.0114,1.06,1.2,0.61,0.64,-0.854,0.295246415,0
K2-19 d,2.5081,0.0344,1.11,10,0.82,0.88,-0.305,0.295219437,0
Kepler-1235 b,4.16055856,0.0491,0.79,0.418,0.9,0.93,-0.156,0.295211417,0
Kepler-270 c,25.262887,0.18,1.77,3.78,1.46,1.17,0.312,0.295192404,0
Kepler-1476 b,10.35863224,0.0932,1.67,3.43,0.96,0.98,-0.243,0.295188572,0
K2-35 b,2.399964,0.031,1.32,2.3,0.62,0.7,-0.803,0.295176024,0
Kepler-251 b,4.790936,0.053,1.33,2.33,0.89,0.95,-0.172,0.295152699,0
Kepler-1448 b,12.27065865,0.1058,1.61,3.22,0.93,0.95,-0.069,0.295118019,0
Kepler-936 b,10.56134221,0.0954,1.45,2.7,0.89,0.92,-0.19,0.295090989,0
Kepler-1095 b,4.27103091,0.0514,1.21,1.92,0.92,0.94,-0.093,0.295061623,0
Kepler-831 b,5.62153941,0.0603,1.27,2.15,0.97,0.99,0.012,0.295050402,0
Kepler-1579 b,0.84990789,0.014,0.84,0.52,0.7,0.75,-0.94,0.295042606,0
Kepler-341 b,5.195528,0.06,1.18,1.76,1.02,1,0.127,0.295016681,0
Kepler-127 b,14.435889,0.125,1.4,2.54,1.36,1.27,0.407,0.29496427,0
TOI-833 b,1.0418777,0.0171,1.27,2.15,0.6,0.61,-1.111,0.294949903,0
Kepler-1560 b,3.03195744,0.0397,0.89,0.64,1.02,1.02,-0.034,0.294924468,0
Kepler-909 b,13.93290318,0.1175,1.47,2.76,1.23,1.17,0.273,0.294903093,0
Kepler-1698 b,1.2107,0.0203,1.073,1.25,0.74,0.82,-0.518,0.294902587,0
Kepler-32 f,0.74296,0.013,0.82,0.477,0.53,0.58,-1.292,0.294900135,0
Kepler-1861 b,40.0306015,0.2408,2.207,5.5,1.37,1.16,0.3,0.294882898,0
Kepler-1293 b,5.57654784,0.0659,0.97,0.871,1.28,1.18,0.604,0.29487954,0
Kepler-1464 c,5.32786292,0.0548,1,0.972,1.01,1.02,0.43,0.294877674,0
Kepler-2001 b,1.090011,0.0197,1.04,1.12,0.77,0.86,-0.546,0.294865879,0
Kepler-1972 c,11.3295,0.1041,0.868,2.11,1.38,1.12,0.294,0.294842653,0
Kepler-479 b,12.49341307,0.0994,2.12,5.14,0.81,0.86,-0.409,0.294835932,0
Kepler-1102 b,51.3285623,0.2731,2.66,7.56,0.94,0.96,0.139,0.294819445,0
Kepler-309 b,5.923653,0.059,1.56,3.05,0.72,0.67,-0.574,0.294805199,0
Kepler-1525 b,2.41660118,0.036,0.91,0.693,1.04,1.07,-0.011,0.294792082,0
Kepler-304 e,1.49914695,0.0232,1.2,1.87,0.73,0.8,-0.662,0.294785966,0
Kepler-877 b,18.45847097,0.1301,2.12,5.14,0.81,0.85,-0.343,0.294765604,0
Kepler-185 b,1.6329,0.026,1.17,1.71,0.81,0.81,-0.504,0.294750466,0
Kepler-625 c,4.1653651,0.0508,1.05,1.16,0.96,1.04,0.406,0.29474419,0
Kepler-1240 b,4.8663815,0.0557,1.15,1.6,0.96,0.98,0.223,0.294726813,0
Kepler-381 d,8.25629997,0.085,1.067,1.23,2.19,1.2,0.514,0.294718085,0
Kepler-347 c,27.320871,0.183,1.75,3.71,1.01,1.05,0.342,0.294713003,0
Kepler-1501 b,14.5564533,0.1228,1.56,3.05,1.3,1.2,0.202,0.29471151,0
Kepler-1876 b,6.99205,0.0758,0.853,2.4,1.48,1.19,0.429,0.294699453,0
HD 15906 b,10.924709,0.09,2.24,5.65,0.76,0.79,-0.569,0.294697346,0
Kepler-589 b,16.54964934,0.1196,2.27,5.77,0.83,0.88,-0.347,0.294685329,0
Kepler-1845 b,11.60649967,0.0885,2.438,6.52,0.7,0.69,-0.578,0.294650457,0
Kepler-605 c,2.35895152,0.033,0.86,0.566,0.88,0.91,-0.248,0.294624211,0
Kepler-1354 b,76.613377,0.3521,2.97,9.11,1.24,1.16,0.302,0.294616626,0
Kepler-152 b,18.207973,0.124,2.79,8.2,0.72,0.83,-0.465,0.294597969,0
Kepler-895 b,2.80624233,0.0328,1.54,2.99,0.61,0.65,-0.854,0.294521775,0
Kepler-755 c,2.85313364,0.0367,1.26,2.13,0.77,0.82,-0.457,0.294520224,0
Kepler-743 b,3.17926292,0.0418,1.21,1.92,0.85,0.94,-0.176,0.294514881,0
Kepler-1972 b,7.54425,0.0763,0.802,2.02,1.38,1.12,0.294,0.294469696,0
Kepler-162 b,6.919798,0.069,1.26,2.13,0.96,0.95,0.155,0.294451036,0
Kepler-1226 b,17.2923453,0.1361,1.45,2.7,1.02,1.02,0.359,0.294416321,0
Kepler-132 c,6.414914,0.068,1.28,2.18,1.18,0.98,0.211,0.294411882,0
Kepler-1800 b,4.56202984,0.0592,0.997,0.961,2.51,1.33,-0.188,0.294363564,0
Kepler-1623 b,4.36128348,0.0518,1.31,2.27,1,1,-0.172,0.294357673,0
Kepler-1278 b,3.23941344,0.0419,1.01,1.01,1.16,1.11,0.366,0.294346987,0
Kepler-1047 c,3.18897601,0.0434,0.99,0.937,1.13,1.08,0.424,0.294337534,0
Kepler-295 b,12.645164,0.099,1.22,1.98,0.9,0.89,0.629,0.294310928,0
Kepler-267 b,3.353728,0.037,1.98,37.9,0.56,0.54,-1.229,0.294260186,0
Kepler-889 b,3.744439,0.0492,1.09,1.32,1.25,1.14,0.383,0.294249475,0
Kepler-1506 b,14.0329154,0.1168,1.32,2.3,0.93,0.95,0.426,0.294237013,0
Kepler-1130 c,3.26663995,0.0423,0.792,0.422,0.84,0.94,-0.26,0.294230319,0
K2-104 b,1.9741954,0.0242,1.79,3.86,0.48,0.51,-1.434,0.294227001,0
Kepler-144 c,10.104665,0.094,1.35,2.39,1.24,1.15,0.282,0.294218228,0
Kepler-876 b,5.14438011,0.0549,1.43,2.63,0.77,0.81,-0.338,0.294202665,0
Kepler-276 c,31.884,0.1994,2.9,16.6,1.03,1.1,-0.089,0.294125168,0
Kepler-1001 c,9.18186,0.084,1.578,3.11,0.84,0.93,-0.279,0.294112841,0
TOI-2076 d,35.12537,0.1539,3.232,10.5,0.77,0.82,-0.423,0.294100275,0
Kepler-374 c,3.282807,0.042,1.1,1.37,0.91,1.04,0.274,0.294078181,0
Kepler-339 b,4.977656,0.055,1.42,2.6,0.8,0.93,-0.313,0.294076809,0
Kepler-1578 b,1.45088691,0.0252,1.04,1.12,0.86,0.9,-0.165,0.294050737,0
Kepler-244 d,20.050401,0.14,2.31,15.2,0.8,0.96,-0.256,0.294040552,0
Kepler-393 c,14.613612,0.124,1.33,2.33,1.38,1.21,0.524,0.294029608,0
Kepler-336 b,2.024823,0.033,1.02,1.04,1.3,1.09,0.26,0.294022292,0
Kepler-1434 b,8.05333618,0.0894,1.11,1.41,2.04,1.47,0.862,0.294007249,0
Kepler-1409 b,0.76486493,0.0152,1.04,1.12,0.79,0.83,-0.422,0.293996044,0
Kepler-1565 b,1.53818844,0.0241,1.19,1.81,0.73,0.76,-0.564,0.293982658,0
K2-85 b,0.684559,0.013,1.2,1.87,0.68,0.68,-0.812,0.293967625,0
Kepler-1597 b,2.94654179,0.0427,1.06,1.2,1.39,1.25,0.434,0.293936246,0
Kepler-1312 c,1.11611998,0.0209,1.027,1.07,0.91,0.98,-0.099,0.293900299,0
Kepler-124 b,3.410493,0.039,0.73,0.315,0.64,0.84,-0.467,0.293830815,0
Kepler-115 b,2.403679,0.036,1.09,1.32,1.21,1.07,0.22,0.293817834,0
Kepler-1574 b,6.9424334,0.0743,1.29,2.21,1.08,1.06,0.156,0.29380398,0
Kepler-80 e,4.64489,0.0491,1.6,4.13,0.68,0.73,-0.77,0.293802126,0
K2-147 b,0.961918,0.0159,0.73,0.315,0.31,0.58,-1.292,0.293771424,0
Kepler-374 b,1.897806,0.029,1.03,1.08,0.91,1.04,0.274,0.293770627,0
Kepler-1890 b,4.82059002,0.0563,0.869,0.587,1.4,1.02,0.267,0.293764985,0
Kepler-314 b,2.461069,0.035,0.83,0.498,0.95,1.02,-0.226,0.293759583,0
Kepler-150 b,3.428054,0.044,1.25,2.1,0.94,0.94,-0.161,0.293731053,0
Kepler-1925 b,46.71640015,0.2588,3.002,9.28,1.09,1.06,0.365,0.293687331,0
HD 15337 c,17.1784,0.1268,2.39,8.11,0.86,0.9,-0.326,0.293665991,0
Kepler-1912 b,6.05921984,0.0646,1.357,2.41,0.96,0.98,-0.049,0.293640989,0
Kepler-380 c,7.630004,0.078,1.27,2.15,1.22,1.08,0.278,0.293615244,0
HD 207897 b,16.202159,0.1163,2.501,14.4,0.78,0.8,-0.444,0.293614849,0
Kepler-450 d,7.51464,0.082,0.837,17.6,1.64,1.19,0.554,0.29354733,0
Kepler-1686 b,9.30987,0.0866,1.426,2.62,1.2,1.02,0.141,0.293509433,0
Kepler-1297 b,1.68189002,0.0283,0.97,0.871,0.99,0.99,0.302,0.293508031,0
Kepler-1443 b,2.41811321,0.0368,0.97,0.871,1.27,1.19,0.561,0.293495989,0
Kepler-1348 b,27.5722742,0.1834,1.94,4.42,1.04,1.04,0.204,0.293469376,0
Kepler-1894 b,2.76266003,0.0385,1.201,1.87,0.9,1,-0.27,0.293465084,0
Kepler-1398 b,2.78815679,0.0392,0.9,0.666,1.18,1.13,0.312,0.293451141,0
Kepler-1213 b,5.34982412,0.0635,1.19,1.81,1.21,1.14,0.395,0.293450115,0
Kepler-301 d,13.751243,0.112,1.75,3.71,0.9,0.98,-0.08,0.293448406,0
TOI-2427 b,1.3060011,0.0202,1.8,3.89,0.65,0.64,-0.942,0.293434605,0
Kepler-524 c,1.88897906,0.0303,0.96,0.84,1.1,1.09,0.439,0.293395944,0
Kepler-1306 b,16.29595382,0.123,1.91,4.31,0.97,0.98,-0.063,0.293373508,0
Kepler-1027 b,1.9078052,0.0295,0.89,0.64,0.82,0.91,0.011,0.293347561,0
K2-16 b,7.6188,0.0667,2.02,4.74,0.66,0.68,-0.761,0.293285691,0
Kepler-1587 b,9.4060467,0.0878,1.33,2.33,1.22,1.08,0.326,0.293278076,0
Kepler-1537 b,1.4444538,0.0245,1.18,1.76,0.77,0.81,-0.423,0.293171472,0
Kepler-1934 b,1.41975999,0.0245,0.913,0.702,1.04,0.97,0.108,0.293138496,0
Kepler-1120 b,2.94902905,0.0369,1.38,2.48,0.74,0.78,-0.588,0.293063162,0
Kepler-1561 b,1.00520701,0.0194,1.09,1.32,1.11,1.07,-0.02,0.293050598,0
Kepler-1435 b,4.45343281,0.0546,0.86,0.566,1.32,1.21,0.468,0.293036895,0
Kepler-301 c,5.419026,0.06,1.35,2.39,0.9,0.98,-0.08,0.293030264,0
Kepler-1084 b,2.05333679,0.0324,1.11,1.41,1.28,1.12,0.253,0.293020185,0
Kepler-1173 b,0.7698536,0.0157,0.89,0.64,0.82,0.86,-0.435,0.293009592,0
Kepler-1629 b,3.87595807,0.0485,0.77,0.381,1.01,1.01,-0.134,0.292972446,0
Kepler-407 b,0.66931,0.0149,1.07,3.2,1.01,1,-0.039,0.292957824,0
Kepler-224 b,3.132924,0.038,1.39,2.51,0.68,0.82,-0.514,0.292903714,0
Kepler-1048 b,6.92101021,0.059,1.61,3.22,0.7,0.75,-0.409,0.292882212,0
Kepler-1142 b,18.3027248,0.1343,1.47,2.76,0.96,0.97,0.437,0.292876207,0
Kepler-363 b,3.614568,0.048,1.16,1.65,1.49,1.1,0.365,0.29287234,0
Kepler-905 b,5.08274652,0.0572,1.41,2.57,0.86,0.95,-0.215,0.292871297,0
Kepler-1463 b,25.15864,0.1694,1.86,4.12,0.95,0.96,0.092,0.292799905,0
Kepler-1427 b,0.96897238,0.0197,1.1,1.37,1.01,1.01,0.016,0.292795718,0
Kepler-1179 b,2.68505749,0.0346,1.32,2.3,0.81,0.84,-0.444,0.292774353,0
Kepler-402 d,8.921099,0.087,1.38,2.48,1.26,1.15,0.203,0.292749612,0
Kepler-355 b,11.03189,0.102,1.46,2.73,1.07,0.99,0.195,0.292748866,0
Kepler-1352 b,1.87788275,0.03,0.89,0.64,1.16,1.11,0.263,0.292711157,0
Kepler-1338 b,0.93511806,0.0193,0.92,0.721,1.05,1.04,0.247,0.292687673,0
Kepler-600 b,23.67517607,0.1536,2.9,8.75,0.81,0.84,-0.339,0.292686677,0
Kepler-1408 b,2.99793191,0.0425,0.89,0.64,1.35,1.21,0.579,0.29266529,0
Kepler-306 b,4.646186,0.05,1.52,2.92,0.72,0.81,-0.469,0.29264622,0
Kepler-756 b,1.22486632,0.0219,1.12,1.46,0.79,0.82,-0.358,0.292644588,0
Kepler-1303 b,7.56127224,0.0751,1.42,2.6,1,1.01,-0.002,0.292641641,0
Kepler-1145 b,3.97076766,0.0443,1.4,2.54,0.75,0.79,-0.498,0.292640501,0
Kepler-1222 b,1.91694425,0.0282,0.79,0.418,0.8,0.84,-0.458,0.292621238,0
Kepler-763 c,4.09667624,0.0466,1.42,2.6,0.84,0.8,-0.334,0.292612527,0
Kepler-380 b,3.930821,0.05,1.19,1.81,1.22,1.08,0.278,0.29260594,0
Kepler-1589 b,0.99166527,0.0205,1.09,1.32,1.25,1.18,0.329,0.292605579,0
Kepler-1581 b,6.28385491,0.0674,0.8,0.437,1.23,1.12,0.391,0.292592619,0
KOI-351 b,7.008151,0.074,1.31,2.27,1.2,1.2,0.269,0.292556521,0
Kepler-402 e,11.242861,0.102,1.46,2.73,1.26,1.15,0.203,0.292544575,0
TOI-836 b,3.81673,0.0422,1.704,4.53,0.67,0.68,-0.853,0.292519543,0
